surf_hab,qualite_materiau,surface_sous_sol,qualite_globale,n_garage_voitures,n_toilettes,n_cheminees,n_pieces,n_cuisines,n_chambres_coucher,annee_vente,prix,type_toit,type_batiment,qualite_cuisine,surface_jardin
1569,7,1386,5,3,0,1,7,1,1,2009,175900,4 pans,bout de rangée,bonne,92.78401280812372
2290,4,777,6,2,0,0,11,2,4,2010,122500,2 pans,individuelle reconvertie,moyenne,5.70131248970845
2450,8,1284,5,3,1,1,7,1,3,2009,340000,2 pans,individuelle,bonne,428.65922788632565
1144,5,1144,5,1,1,0,6,1,3,2008,124000,2 pans,individuelle,moyenne,554.4468426412532
1844,6,1844,5,2,0,1,7,1,3,2006,223000,2 pans,individuelle,bonne,50.783575628962375
1416,6,708,6,2,1,1,7,1,3,2006,179900,2 pans,individuelle,moyenne,455.0296079049632
1069,6,1069,5,2,0,1,4,1,2,2010,127500,2 pans,bout de rangée,moyenne,107.25073373098022
848,6,848,5,2,0,0,3,1,1,2008,136500,2 pans,bout de rangée,bonne,0.0
2201,6,697,7,2,0,1,8,1,4,2006,274970,plat,individuelle,bonne,0.0
1344,5,1024,5,1,0,1,6,1,2,2007,144000,4 pans,individuelle,moyenne,0.0
1252,6,1252,6,2,0,0,7,1,3,2008,142000,4 pans,individuelle,bonne,0.0
2127,7,1223,5,2,1,2,5,1,3,2008,271000,2 pans,individuelle,bonne,607.2207129940322
1558,5,913,6,1,1,1,6,1,3,2008,140000,2 pans,individuelle,moyenne,291.2791634278317
804,5,788,7,1,0,2,4,1,2,2010,119000,2 pans,individuelle,bonne,0.0
1440,6,1440,7,2,0,1,7,1,3,2007,182900,2 pans,individuelle,bonne,0.0
1838,5,732,5,2,1,1,7,1,4,2006,192140,2 pans,individuelle,moyenne,431.94066978091
958,6,958,6,2,0,0,5,1,2,2009,143750,2 pans,bout de rangée,moyenne,81.57372125392968
968,4,656,6,1,0,0,5,1,4,2007,64500,2 pans,individuelle,moyenne,86.04734883597453
1792,6,936,5,2,1,1,8,1,3,2008,186500,2 pans,individuelle,moyenne,343.29225614310616
1126,5,1126,5,2,0,1,5,1,3,2006,160000,2 pans,individuelle,moyenne,0.0
1537,6,1319,9,2,1,1,7,1,3,2008,174000,2 pans,individuelle,bonne,429.85799504883
864,4,864,6,2,0,0,5,1,3,2007,120500,2 pans,individuelle,moyenne,0.0
1932,8,1932,5,3,0,1,7,1,2,2008,394617,4 pans,individuelle,excellente,160.73455760199926
1236,6,912,7,2,0,0,6,1,2,2010,149700,2 pans,individuelle,moyenne,49.09749516382513
1725,7,539,6,2,1,1,6,1,3,2007,197000,4 pans,individuelle,moyenne,474.88777860498175
2555,6,588,7,2,0,1,11,1,3,2008,191000,2 pans,individuelle,moyenne,66.28812686674127
848,6,848,5,2,0,1,3,1,1,2008,149300,2 pans,bout de rangée,bonne,117.3473857485325
2007,10,1017,5,3,1,1,10,1,3,2009,310000,2 pans,individuelle,excellente,419.9021558703707
952,6,952,6,1,0,1,4,1,2,2009,121000,2 pans,individuelle,mediocre,0.0
1422,7,1422,5,2,0,0,7,1,3,2007,179600,2 pans,individuelle,bonne,39.96879517526416
913,6,814,5,1,0,0,6,1,3,2007,129000,2 pans,individuelle,moyenne,0.0
1188,5,1188,7,1,0,0,6,1,3,2010,157900,2 pans,individuelle,moyenne,0.0
2090,8,1220,5,2,1,1,8,1,3,2007,240000,2 pans,individuelle,bonne,460.03640187550934
1346,4,560,7,1,1,0,6,1,2,2007,112000,2 pans,individuelle,moyenne,525.2283071433636
630,5,630,7,0,0,0,3,1,1,2006,92000,2 pans,milieu de rangée,excellente,2.127157673606165
1792,5,896,5,0,2,0,8,2,4,2009,136000,2 pans,duplex,moyenne,834.4833012598963
1578,8,1573,5,3,0,1,7,1,3,2009,287090,2 pans,individuelle,excellente,170.22149446352378
1072,5,547,5,2,0,0,5,1,2,2006,145000,2 pans,bout de rangée,moyenne,24.075317948856828
1140,5,1140,5,0,0,0,6,1,3,2006,84500,2 pans,individuelle,moyenne,260.1683114180395
1221,7,1221,5,2,0,0,6,1,2,2009,185000,2 pans,individuelle,bonne,56.550964563154416
1647,6,953,5,2,1,1,7,1,3,2007,175000,2 pans,individuelle,moyenne,225.32372408441825
2073,6,1542,6,2,0,2,7,1,3,2010,210000,2 pans,individuelle,moyenne,75.33416211045325
2340,7,1152,9,1,0,2,9,1,4,2010,266500,2 pans,individuelle,bonne,38.115838488277774
1078,5,1078,6,1,0,0,5,1,2,2010,142125,4 pans,individuelle,bonne,128.97527540827457
1256,5,1256,6,1,1,0,6,1,3,2008,147500,2 pans,individuelle,moyenne,468.9181351269958
10000,10,5000,10,4,3,3,15,2,6,2008,800000,2 pans,individuelle,excellente,1190.9544016016227
9500,10,5800,9,3,2,2,12,1,5,2007,750000,4 pans,individuelle,excellente,680.3701763710635
9200,9,5500,10,5,4,4,18,2,8,2009,950000,2 pans,individuelle,excellente,1586.2976742713975
9000,10,5200,10,4,3,3,16,2,7,2008,850000,4 pans,individuelle,excellente,1119.74795457907
